parcode,trial,fix_time,fix_item
14,7,938,2
14,8,2474,2
14,9,1513,2
14,10,639,2
14,10,1530,1
14,10,1434,2
14,11,459,1
14,11,837,2
14,13,219,1
14,13,1116,2
14,14,877,2
14,15,119,2
14,15,353,1
14,16,519,2
14,16,220,1
14,16,300,2
14,17,977,2
14,18,714,2
14,18,339,1
14,18,148,2
14,19,336,2
14,19,122,1
14,20,239,2
14,20,1156,1
14,20,420,2
14,21,1015,2
14,21,677,1
14,22,638,2
14,22,1116,1
14,22,159,2
14,23,359,2
14,23,657,1
14,24,398,2
14,24,418,1
14,25,1696,2
14,26,498,2
14,26,559,1
14,26,259,2
14,27,719,2
14,27,100,1
14,27,518,2
14,28,1555,2
14,29,598,2
14,29,658,1
14,30,219,2
14,30,418,1
14,31,1574,2
14,32,558,2
14,32,199,1
14,33,518,2
14,33,458,1
14,33,677,2
14,34,1575,2
14,35,20,1
14,35,1735,2
14,36,737,2
14,36,1036,1
14,37,518,2
14,37,39,1
14,37,839,2
14,38,657,2
14,38,698,1
14,39,199,1
14,39,618,2
14,39,200,1
14,40,1774,2
14,41,617,2
14,42,459,2
14,42,299,1
14,43,199,2
14,43,340,1
14,44,102,1
14,44,439,2
14,45,778,2
14,46,40,1
14,46,538,2
14,47,59,1
14,47,937,2
14,47,198,1
14,48,636,2
14,49,1853,2
14,50,698,1
14,51,738,2
14,52,318,2
14,52,616,1
14,52,976,2
14,53,219,2
14,53,20,1
14,53,1058,2
14,54,1854,2
14,55,354,2
14,58,835,2
14,59,579,2
14,61,636,2
14,62,1198,2
14,63,1295,2
14,64,99,1
14,64,1076,2
14,65,659,2
14,66,1176,2
14,67,516,2
14,68,1432,2
14,69,1177,2
14,70,1294,2
14,71,1235,2
14,72,419,2
14,73,119,2
14,73,734,1
14,74,280,2
14,75,936,2
14,76,995,2
14,77,899,2
14,82,477,2
14,82,235,1
14,83,896,2
14,84,207,2
14,84,733,1
14,85,418,2
14,85,1291,1
14,87,518,2
14,88,1233,2
14,90,1735,2
14,91,638,1
14,92,1177,2
14,93,198,2
14,94,1754,2
14,96,1796,2
14,98,557,2
14,99,236,2
14,99,24,1
14,99,243,2
14,100,1455,2
16,1,275,1
16,1,660,2
16,2,219,1
16,2,519,2
16,3,239,1
16,3,359,2
16,3,280,1
16,4,152,1
16,4,538,2
16,4,737,1
16,5,232,1
16,5,877,2
16,5,1037,1
16,6,199,1
16,6,638,2
16,6,1295,1
16,6,399,2
16,7,99,2
16,7,299,1
16,7,797,2
16,8,133,1
16,8,617,2
16,8,1276,1
16,8,20,2
16,9,63,2
16,9,239,1
16,9,757,2
16,9,60,1
16,10,151,1
16,10,521,2
16,10,1334,1
16,10,1317,2
16,11,279,1
16,11,658,2
16,11,538,1
16,12,419,1
16,12,480,2
16,13,119,2
16,13,458,1
16,13,281,2
16,14,15,2
16,14,319,1
16,14,199,2
16,15,160,2
16,15,538,1
16,15,239,2
16,16,246,1
16,16,479,2
16,17,239,1
16,17,479,2
16,17,777,1
16,18,259,2
16,18,639,1
16,18,556,2
16,18,1794,1
16,18,1114,2
16,19,179,1
16,19,201,2
16,20,175,2
16,20,439,1
16,20,1695,2
16,20,737,1
16,20,638,2
16,20,1814,1
16,21,154,1
16,21,200,2
16,22,239,1
16,22,638,2
16,23,199,1
16,23,519,2
16,24,258,2
16,24,538,1
16,24,220,2
16,25,199,2
16,25,378,1
16,25,458,2
16,26,242,2
16,26,792,1
16,26,100,2
16,27,171,1
16,27,299,2
16,28,198,1
16,28,956,2
16,28,158,1
16,29,419,1
16,30,173,1
16,30,200,2
16,31,80,2
16,31,359,1
16,31,757,2
16,32,180,1
16,32,658,2
16,32,160,1
16,33,97,2
16,33,255,1
16,33,341,2
16,34,219,2
16,34,901,1
16,34,754,2
16,35,180,2
16,35,260,1
16,35,619,2
16,36,160,1
16,36,536,2
16,36,1116,1
16,36,200,2
16,37,120,2
16,37,366,1
16,37,282,2
16,38,60,2
16,38,298,1
16,38,518,2
16,38,161,1
16,39,158,1
16,39,474,2
16,39,717,1
16,40,180,1
16,40,1455,2
16,40,515,1
16,40,120,2
16,41,559,1
16,41,441,2
16,41,233,1
16,41,239,2
16,41,678,1
16,42,239,2
16,42,618,1
16,42,1735,2
16,43,160,2
16,43,778,1
16,43,918,2
16,43,334,1
16,43,519,2
16,44,151,1
16,44,338,2
16,44,759,1
16,45,200,1
16,45,298,2
16,45,798,1
16,46,42,2
16,46,11,1
16,46,382,2
16,46,499,1
16,46,937,2
16,46,184,1
16,47,99,2
16,47,195,1
16,47,518,2
16,47,1136,1
16,47,956,2
16,47,1315,1
16,47,579,2
16,48,47,2
16,48,78,1
16,48,158,2
16,48,198,1
16,48,499,2
16,49,19,2
16,49,131,1
16,49,398,2
16,49,81,1
16,50,272,2
16,50,478,1
16,50,240,2
16,51,572,2
16,52,100,1
16,52,223,2
16,52,495,1
16,52,80,2
16,53,139,2
16,53,538,1
16,54,638,1
16,54,1196,2
16,55,297,2
16,55,539,1
16,55,359,2
16,56,219,2
16,56,678,1
16,57,398,1
16,57,538,2
16,57,739,1
16,57,738,2
16,57,360,1
16,58,192,1
16,58,318,2
16,58,499,1
16,59,156,1
16,59,838,2
16,60,18,2
16,60,438,1
16,60,379,2
16,61,17,2
16,61,518,1
16,61,718,2
16,61,658,1
16,62,277,2
16,62,418,1
16,62,359,2
16,63,179,2
16,63,299,1
16,63,180,2
16,64,159,2
16,64,458,1
16,64,817,2
16,65,219,2
16,65,619,1
16,66,159,1
16,66,1116,2
16,67,857,2
16,68,159,1
16,68,299,2
16,68,259,1
16,68,439,2
16,69,159,2
16,69,419,1
16,69,438,2
16,70,23,2
16,70,271,1
16,70,340,2
16,70,578,1
16,70,100,2
16,71,173,2
16,71,336,1
16,71,2957,2
16,72,193,2
16,72,498,1
16,72,240,2
16,73,219,2
16,73,678,1
16,74,118,2
16,74,22,1
16,74,594,2
16,74,155,1
16,75,160,2
16,75,298,1
16,75,578,2
16,75,619,1
16,76,378,2
16,76,256,1
16,76,83,2
16,77,300,1
16,77,537,2
16,77,877,1
16,78,199,1
16,78,378,2
16,78,957,1
16,78,577,2
16,79,139,2
16,79,379,1
16,79,538,2
16,79,579,1
16,80,18,2
16,80,135,1
16,80,319,2
16,80,160,1
16,81,178,2
16,81,160,1
16,81,619,2
16,82,199,2
16,82,200,1
16,82,618,2
16,82,738,1
16,82,858,2
16,82,296,1
16,82,338,2
16,82,499,1
16,82,1295,2
16,83,159,2
16,83,439,1
16,83,379,2
16,84,259,1
16,84,618,2
16,85,378,1
16,85,140,2
16,86,160,1
16,86,1036,2
16,86,180,1
16,87,314,1
16,87,99,2
16,88,173,1
16,88,742,2
16,89,179,1
16,89,339,2
16,89,439,1
16,90,138,1
16,90,220,2
16,90,239,1
16,90,160,2
16,91,219,2
16,91,419,1
16,91,459,2
16,92,172,2
16,92,334,1
16,92,316,2
16,93,140,2
16,93,479,1
16,93,1158,2
16,93,595,1
16,93,678,2
16,93,80,1
16,94,199,1
16,94,936,2
16,95,159,2
16,95,458,1
16,96,219,1
16,96,458,2
16,97,259,2
16,97,458,1
16,98,478,1
16,99,100,1
16,99,997,2
16,100,140,1
16,100,697,2
16,100,878,1
17,1,340,1
17,1,638,2
17,2,258,1
17,2,877,2
17,2,220,1
17,3,478,1
17,3,499,2
17,3,140,1
17,4,179,1
17,4,279,2
17,4,219,1
17,5,657,1
17,5,219,2
17,6,338,1
17,6,558,2
17,7,259,1
17,7,419,2
17,8,239,1
17,8,318,2
17,9,260,1
17,9,599,2
17,9,280,1
17,10,218,1
17,10,518,2
17,11,339,1
17,11,460,2
17,11,220,1
17,12,219,2
17,12,518,1
17,12,480,2
17,13,438,1
17,13,499,2
17,14,398,1
17,14,560,2
17,15,299,1
17,15,797,2
17,16,299,1
17,16,239,2
17,17,219,1
17,17,717,2
17,18,458,1
17,18,498,2
17,19,698,2
17,19,381,1
17,20,299,1
17,20,518,2
17,20,40,1
17,21,677,1
17,21,299,2
17,22,378,1
17,22,758,2
17,22,420,1
17,23,371,1
17,23,917,2
17,24,339,1
17,24,518,2
17,24,61,1
17,25,537,1
17,25,340,2
17,26,378,1
17,26,538,2
17,27,458,1
17,27,401,2
17,27,60,1
17,28,260,1
17,28,538,2
17,28,338,1
17,29,458,1
17,29,976,2
17,29,60,1
17,30,279,1
17,30,658,2
17,31,259,1
17,31,538,2
17,31,677,1
17,32,398,1
17,32,439,2
17,32,119,1
17,33,279,2
17,33,479,1
17,33,577,2
17,33,100,1
17,34,517,1
17,34,817,2
17,34,83,1
17,35,239,1
17,35,517,2
17,35,1179,1
17,36,379,1
17,36,677,2
17,37,437,1
17,37,731,2
17,37,159,1
17,38,399,1
17,38,379,2
17,39,458,1
17,39,598,2
17,39,180,1
17,40,359,1
17,40,657,2
17,40,219,1
17,41,458,1
17,41,877,2
17,41,120,1
17,42,458,1
17,42,678,2
17,43,319,1
17,43,697,2
17,43,120,1
17,44,419,1
17,44,799,2
17,45,319,1
17,45,638,2
17,46,419,1
17,46,818,2
17,47,499,1
17,47,877,2
17,48,417,1
17,48,436,2
17,49,717,2
17,50,239,1
17,50,544,2
17,50,39,1
17,51,458,1
17,51,698,2
17,52,597,1
17,52,179,2
17,53,539,1
17,53,319,2
17,54,339,1
17,54,618,2
17,55,557,1
17,55,518,2
17,56,378,1
17,56,461,2
17,57,298,1
17,57,598,2
17,57,478,1
17,58,339,1
17,58,399,2
17,59,359,1
17,59,358,2
17,60,319,1
17,60,278,2
17,61,598,1
17,61,438,2
17,61,320,1
17,62,219,1
17,62,578,2
17,62,159,1
17,63,517,1
17,63,658,2
17,64,299,1
17,64,439,2
17,64,158,1
17,65,298,1
17,65,438,2
17,65,259,1
17,66,259,1
17,66,478,2
17,67,219,1
17,67,658,2
17,68,219,1
17,68,480,2
17,68,377,1
17,69,438,2
17,69,618,1
17,70,279,1
17,70,677,2
17,70,60,1
17,71,219,1
17,71,379,2
17,72,217,2
17,72,538,1
17,72,199,2
17,73,379,1
17,73,757,2
17,74,200,1
17,74,238,2
17,74,220,1
17,75,199,1
17,75,358,2
17,75,519,1
17,76,599,1
17,77,220,1
17,77,598,2
17,77,597,1
17,77,60,2
17,78,260,1
17,78,421,2
17,79,219,1
17,79,338,2
17,80,578,1
17,80,678,2
17,81,199,1
17,81,857,2
17,81,100,1
17,82,558,1
17,82,199,2
17,83,597,1
17,83,100,2
17,84,379,1
17,84,399,2
17,85,278,1
17,85,603,2
17,86,558,1
17,86,239,2
17,87,357,1
17,87,798,2
17,88,338,1
17,88,178,2
17,88,678,1
17,88,259,2
17,89,518,1
17,90,518,1
17,90,1793,2
17,90,546,1
17,90,80,2
17,91,398,1
17,91,319,2
17,92,319,1
17,92,299,2
17,93,598,1
17,93,240,2
17,94,298,1
17,94,439,2
17,95,239,1
17,95,638,2
17,96,219,1
17,96,518,2
17,96,722,1
17,97,378,1
17,97,697,2
17,97,499,1
17,98,319,1
17,98,558,2
17,99,378,1
17,99,1056,2
17,99,419,1
17,100,259,1
17,100,539,2
18,1,637,1
18,1,2691,2
18,1,597,1
18,1,1595,2
18,1,1655,1
18,1,4724,2
18,1,638,1
18,2,797,1
18,2,818,2
18,2,1471,1
18,2,2731,2
18,2,538,1
18,3,577,1
18,3,1217,2
18,3,837,1
18,3,558,2
18,4,558,1
18,4,637,2
18,4,678,1
18,4,1794,2
18,4,957,1
18,4,499,2
18,5,538,1
18,5,897,2
18,5,717,1
18,5,539,2
18,5,360,1
18,6,577,1
18,6,1515,2
18,6,939,1
18,6,1276,2
18,6,1773,1
18,7,419,1
18,7,1554,2
18,7,797,1
18,7,697,2
18,7,1016,1
18,7,956,2
18,8,520,1
18,8,1194,2
18,8,1276,1
18,8,1576,2
18,8,778,1
18,9,1953,1
18,9,757,2
18,9,478,1
18,9,583,2
18,9,693,1
18,10,378,1
18,10,1096,2
18,10,1376,1
18,10,1953,2
18,10,518,1
18,10,937,2
18,10,638,1
18,10,1297,2
18,10,540,1
18,11,599,1
18,11,1456,2
18,11,557,1
18,11,2152,2
18,12,393,1
18,12,777,2
