fix_item,fix_time,parcode,trial
0,80.0,1,84
1,540.0,1,84
0,130.0,1,84
0,930.0,1,85
1,260.0,1,85
0,70.0,1,85
2,270.0,1,85
0,80.0,1,85
1,130.0,1,85
0,60.0,1,85
2,1000.0,1,85
0,210.0,1,86
1,280.0,1,86
0,70.0,1,86
2,390.0,1,86
0,80.0,1,86
1,160.0,1,86
0,200.0,1,87
2,100.0,1,87
0,70.0,1,87
1,330.0,1,87
0,70.0,1,87
2,280.0,1,87
0,300.0,1,88
1,220.0,1,88
0,220.0,1,88
2,310.0,1,88
0,220.0,1,89
1,460.0,1,89
0,290.0,1,90
1,230.0,1,90
0,80.0,1,90
2,590.0,1,90
0,70.0,1,90
1,1070.0,1,90
0,80.0,1,90
2,610.0,1,90
0,70.0,1,90
1,1290.0,1,90
0,90.0,1,90
2,810.0,1,90
0,60.0,1,90
1,830.0,1,90
0,70.0,1,90
2,820.0,1,90
0,200.0,1,91
2,470.0,1,91
0,90.0,1,91
1,240.0,1,91
0,270.0,1,92
1,170.0,1,92
0,90.0,1,92
2,470.0,1,92
0,70.0,1,92
1,2050.0,1,92
0,210.0,1,93
1,270.0,1,93
0,70.0,1,93
2,80.0,1,93
0,210.0,1,94
1,210.0,1,94
0,50.0,1,94
2,720.0,1,94
0,240.0,1,95
1,360.0,1,95
0,70.0,1,95
2,320.0,1,95
0,120.0,1,95
0,290.0,1,96
2,250.0,1,96
0,90.0,1,96
1,590.0,1,96
0,60.0,1,96
2,620.0,1,96
0,200.0,1,97
1,270.0,1,97
0,70.0,1,97
2,340.0,1,97
0,70.0,1,97
1,1000.0,1,97
0,210.0,1,97
2,290.0,1,97
0,70.0,1,97
1,460.0,1,97
0,60.0,1,97
2,150.0,1,97
0,60.0,1,97
1,240.0,1,97
0,200.0,1,98
1,300.0,1,98
0,230.0,1,98
2,40.0,1,98
0,360.0,1,99
2,140.0,1,99
0,80.0,1,99
1,440.0,1,99
0,130.0,1,99
2,180.0,1,99
0,200.0,1,100
2,400.0,1,100
0,80.0,1,100
1,450.0,1,100
0,80.0,1,100
2,120.0,1,100
0,220.0,1,101
2,170.0,1,101
0,80.0,1,101
1,420.0,1,101
0,230.0,1,102
1,360.0,1,102
0,230.0,1,102
2,440.0,1,102
0,180.0,1,102
1,160.0,1,102
0,270.0,1,103
2,360.0,1,103
0,60.0,1,103
1,40.0,1,103
0,230.0,1,104
1,340.0,1,104
0,80.0,1,104
2,230.0,1,104
0,320.0,1,105
1,350.0,1,105
0,210.0,1,105
2,360.0,1,105
0,70.0,1,105
1,450.0,1,105
0,70.0,1,105
2,410.0,1,105
0,300.0,1,106
1,270.0,1,106
0,80.0,1,106
2,400.0,1,106
0,70.0,1,106
1,270.0,1,106
0,970.0,1,106
2,580.0,1,106
0,110.0,1,106
1,230.0,1,106
0,190.0,1,107
1,190.0,1,107
0,70.0,1,107
2,800.0,1,107
0,80.0,1,107
1,790.0,1,107
0,390.0,1,108
1,200.0,1,108
0,60.0,1,108
2,340.0,1,108
0,160.0,1,108
0,200.0,1,109
2,410.0,1,109
0,80.0,1,109
1,1010.0,1,109
0,200.0,1,110
1,240.0,1,110
0,70.0,1,110
2,220.0,1,110
0,330.0,1,110
1,500.0,1,110
0,70.0,1,110
2,860.0,1,110
0,260.0,1,110
0,300.0,1,111
2,320.0,1,111
0,80.0,1,111
1,420.0,1,111
0,80.0,1,111
2,470.0,1,111
0,260.0,1,111
1,480.0,1,111
0,60.0,1,111
2,340.0,1,111
0,280.0,1,112
1,800.0,1,112
0,80.0,1,112
2,150.0,1,112
0,280.0,1,113
2,150.0,1,113
0,80.0,1,113
1,460.0,1,113
0,200.0,1,114
1,270.0,1,114
0,80.0,1,114
2,640.0,1,114
0,80.0,1,114
1,720.0,1,114
0,90.0,1,114
2,550.0,1,114
0,80.0,1,114
1,1300.0,1,114
0,90.0,1,114
2,650.0,1,114
0,240.0,1,115
1,250.0,1,115
0,80.0,1,115
2,800.0,1,115
0,40.0,1,115
1,490.0,1,115
0,100.0,1,115
2,120.0,1,115
0,250.0,1,116
2,330.0,1,116
0,80.0,1,116
0,270.0,1,117
1,380.0,1,117
0,90.0,1,117
2,2120.0,1,117
0,80.0,1,117
1,400.0,1,117
0,100.0,1,117
2,440.0,1,117
0,80.0,1,117
1,470.0,1,117
0,280.0,1,118
1,230.0,1,118
0,80.0,1,118
2,550.0,1,118
0,70.0,1,118
1,200.0,1,118
0,210.0,1,119
2,340.0,1,119
0,70.0,1,119
1,800.0,1,119
0,220.0,1,120
2,130.0,1,120
0,70.0,1,120
1,270.0,1,120
0,70.0,1,120
2,420.0,1,120
0,60.0,1,120
1,680.0,1,120
0,200.0,1,121
2,380.0,1,121
0,90.0,1,121
1,410.0,1,121
0,80.0,1,121
2,510.0,1,121
0,290.0,1,122
1,170.0,1,122
0,100.0,1,122
2,470.0,1,122
0,230.0,1,123
1,280.0,1,123
0,70.0,1,123
2,640.0,1,123
0,60.0,1,123
1,350.0,1,123
0,90.0,1,123
2,250.0,1,123
0,330.0,1,124
2,320.0,1,124
0,70.0,1,124
1,100.0,1,124
0,230.0,1,125
2,670.0,1,125
0,70.0,1,125
1,300.0,1,125
0,220.0,1,125
2,110.0,1,125
0,350.0,1,126
1,340.0,1,126
0,60.0,1,126
2,880.0,1,126
0,80.0,1,126
1,390.0,1,126
0,80.0,1,126
2,990.0,1,126
0,70.0,1,126
1,480.0,1,126
0,280.0,1,127
1,240.0,1,127
0,70.0,1,127
2,450.0,1,127
0,80.0,1,127
1,700.0,1,127
0,70.0,1,127
2,390.0,1,127
0,250.0,1,128
2,200.0,1,128
0,70.0,1,128
1,400.0,1,128
0,70.0,1,128
2,660.0,1,128
0,70.0,1,128
1,2480.0,1,128
0,60.0,1,128
2,580.0,1,128
0,90.0,1,128
1,140.0,1,128
0,340.0,1,129
1,170.0,1,129
0,270.0,1,129
2,10.0,1,129
0,220.0,1,130
2,290.0,1,130
0,60.0,1,130
1,160.0,1,130
0,80.0,1,130
2,10.0,1,130
0,210.0,1,131
1,700.0,1,131
0,60.0,1,131
2,480.0,1,131
0,80.0,1,131
1,120.0,1,131
0,300.0,1,132
2,210.0,1,132
0,70.0,1,132
1,380.0,1,132
0,80.0,1,132
2,160.0,1,132
0,250.0,1,133
2,1650.0,1,133
0,80.0,1,133
1,330.0,1,133
0,370.0,1,134
1,200.0,1,134
0,110.0,1,134
2,590.0,1,134
0,330.0,1,134
1,660.0,1,134
0,90.0,1,134
2,760.0,1,134
0,50.0,1,134
1,1230.0,1,134
0,70.0,1,134
2,2740.0,1,134
0,90.0,1,134
1,580.0,1,134
0,80.0,1,134
2,360.0,1,134
0,70.0,1,134
1,1180.0,1,134
0,240.0,1,135
2,170.0,1,135
0,90.0,1,135
1,450.0,1,135
0,20.0,1,135
2,420.0,1,135
0,260.0,1,136
1,830.0,1,136
0,70.0,1,136
2,1230.0,1,136
0,70.0,1,136
1,470.0,1,136
0,80.0,1,136
2,1210.0,1,136
0,50.0,1,136
0,210.0,1,137
1,360.0,1,137
0,140.0,1,137
2,490.0,1,137
0,80.0,1,137
1,350.0,1,137
0,70.0,1,137
2,1230.0,1,137
0,90.0,1,137
1,470.0,1,137
0,80.0,1,137
2,1790.0,1,137
0,60.0,1,137
1,200.0,1,137
0,220.0,1,138
1,270.0,1,138
0,440.0,1,138
2,450.0,1,138
0,220.0,1,139
1,370.0,1,139
0,100.0,1,139
2,240.0,1,139
0,80.0,1,139
1,370.0,1,139
0,70.0,1,139
2,630.0,1,139
0,80.0,1,139
1,1000.0,1,139
0,300.0,1,139
2,20.0,1,139
0,230.0,1,140
1,320.0,1,140
0,150.0,1,140
2,1540.0,1,140
0,70.0,1,140
1,510.0,1,140
0,220.0,1,141
1,280.0,1,141
0,70.0,1,141
2,110.0,1,141
0,220.0,1,142
2,190.0,1,142
0,70.0,1,142
1,720.0,1,142
0,70.0,1,142
2,860.0,1,142
0,300.0,1,143
1,280.0,1,143
0,60.0,1,143
2,390.0,1,143
0,110.0,1,143
1,900.0,1,143
0,380.0,1,143
2,430.0,1,143
0,220.0,1,144
2,170.0,1,144
0,80.0,1,144
1,360.0,1,144
0,70.0,1,144
2,270.0,1,144
0,80.0,1,144
1,680.0,1,144
0,60.0,1,144
2,270.0,1,144
0,220.0,1,145
1,360.0,1,145
0,50.0,1,145
2,510.0,1,145
0,60.0,1,145
1,560.0,1,145
0,80.0,1,145
2,2280.0,1,145
0,90.0,1,145
1,2050.0,1,145
0,90.0,1,145
2,770.0,1,145
0,200.0,1,145
1,750.0,1,145
0,60.0,1,145
2,440.0,1,145
0,60.0,1,145
1,1840.0,1,145
0,70.0,1,145
2,890.0,1,145
0,70.0,1,145
1,720.0,1,145
0,60.0,1,145
2,1180.0,1,145
0,60.0,1,145
1,820.0,1,145
0,70.0,1,145
2,540.0,1,145
0,90.0,1,145
1,800.0,1,145
0,70.0,1,145
2,1520.0,1,145
0,70.0,1,145
1,630.0,1,145
0,120.0,1,145
2,970.0,1,145
0,230.0,1,145
1,2000.0,1,145
0,70.0,1,145
2,1870.0,1,145
0,70.0,1,145
1,770.0,1,145
0,70.0,1,145
2,610.0,1,145
0,60.0,1,145
1,190.0,1,145
0,80.0,1,145
2,470.0,1,145
0,70.0,1,145
1,1300.0,1,145
0,70.0,1,145
2,740.0,1,145
0,80.0,1,145
1,1190.0,1,145
0,150.0,1,145
2,390.0,1,145
0,90.0,1,145
1,200.0,1,145
0,520.0,1,145
2,710.0,1,145
0,210.0,1,145
1,1170.0,1,145
0,80.0,1,145
2,1680.0,1,145
0,60.0,1,145
1,600.0,1,145
0,80.0,1,145
2,650.0,1,145
0,80.0,1,145
1,400.0,1,145
0,90.0,1,145
2,1200.0,1,145
0,80.0,1,145
1,220.0,1,145
0,230.0,1,145
2,590.0,1,145
0,90.0,1,145
1,1360.0,1,145
0,210.0,1,145
2,550.0,1,145
0,70.0,1,145
1,650.0,1,145
0,60.0,1,145
2,1690.0,1,145
0,80.0,1,145
1,960.0,1,145
0,70.0,1,145
2,720.0,1,145
0,70.0,1,145
1,570.0,1,145
0,90.0,1,145
2,1400.0,1,145
0,70.0,1,145
1,790.0,1,145
0,80.0,1,145
2,1380.0,1,145
0,190.0,1,145
1,870.0,1,145
0,200.0,1,146
2,180.0,1,146
0,80.0,1,146
1,1090.0,1,146
0,170.0,1,147
1,250.0,1,147
0,90.0,1,147
2,490.0,1,147
0,320.0,1,147
1,780.0,1,147
0,60.0,1,147
2,170.0,1,147
0,70.0,1,147
1,270.0,1,147
0,90.0,1,147
2,760.0,1,147
0,110.0,1,147
1,1090.0,1,147
0,70.0,1,147
2,520.0,1,147
0,70.0,1,147
1,260.0,1,147
0,70.0,1,147
2,310.0,1,147
0,70.0,1,147
1,340.0,1,147
0,70.0,1,147
2,2240.0,1,147
0,190.0,1,147
1,1970.0,1,147
0,90.0,1,147
2,550.0,1,147
0,60.0,1,147
1,820.0,1,147
0,80.0,1,147
2,400.0,1,147
0,80.0,1,147
1,410.0,1,147
0,200.0,1,148
2,160.0,1,148
0,50.0,1,148
1,640.0,1,148
0,260.0,1,149
1,160.0,1,149
0,80.0,1,149
2,690.0,1,149
0,230.0,1,150
2,280.0,1,150
0,80.0,1,150
1,540.0,1,150
0,70.0,1,150
2,850.0,1,150
0,140.0,1,150
1,370.0,1,150
0,290.0,1,151
2,490.0,1,151
0,80.0,1,151
1,430.0,1,151
0,80.0,1,151
2,460.0,1,151
0,280.0,1,152
1,230.0,1,152
0,80.0,1,152
2,270.0,1,152
0,280.0,1,153
2,270.0,1,153
0,80.0,1,153
1,600.0,1,153
0,90.0,1,153
2,580.0,1,153
0,320.0,1,154
1,370.0,1,154
0,90.0,1,154
2,470.0,1,154
0,70.0,1,154
1,760.0,1,154
0,80.0,1,154
2,780.0,1,154
0,70.0,1,154
1,500.0,1,154
0,70.0,1,154
2,590.0,1,154
0,80.0,1,154
1,190.0,1,154
0,80.0,1,154
2,280.0,1,154
0,80.0,1,154
1,970.0,1,154
0,220.0,1,155
2,220.0,1,155
0,80.0,1,155
1,460.0,1,155
0,80.0,1,155
2,1580.0,1,155
0,240.0,1,155
1,540.0,1,155
0,160.0,1,155
2,510.0,1,155
0,70.0,1,155
1,260.0,1,155
0,80.0,1,155
2,500.0,1,155
0,70.0,1,155
1,30.0,1,155
0,240.0,1,156
1,840.0,1,156
0,80.0,1,156
2,350.0,1,156
0,80.0,1,156
1,240.0,1,156
0,200.0,1,157
2,300.0,1,157
0,70.0,1,157
1,20.0,1,157
0,240.0,1,158
1,170.0,1,158
0,80.0,1,158
2,760.0,1,158
0,60.0,1,158
1,940.0,1,158
0,70.0,1,158
2,260.0,1,158
0,150.0,1,159
1,240.0,1,159
0,70.0,1,159
2,390.0,1,159
0,80.0,1,159
1,410.0,1,159
0,70.0,1,159
2,500.0,1,159
0,70.0,1,159
1,360.0,1,159
0,220.0,1,160
2,190.0,1,160
0,60.0,1,160
1,660.0,1,160
0,190.0,1,161
2,230.0,1,161
0,60.0,1,161
1,470.0,1,161
0,220.0,1,162
1,240.0,1,162
0,70.0,1,162
2,310.0,1,162
0,270.0,1,162
1,310.0,1,162
0,240.0,1,163
1,300.0,1,163
0,80.0,1,163
2,430.0,1,163
0,40.0,1,163
0,790.0,1,164
1,290.0,1,164
0,60.0,1,164
2,570.0,1,164
0,90.0,1,164
1,640.0,1,164
0,90.0,1,164
2,660.0,1,164
0,220.0,1,165
1,220.0,1,165
0,80.0,1,165
2,420.0,1,165
0,310.0,1,166
1,140.0,1,166
0,100.0,1,166
2,680.0,1,166
0,90.0,1,166
1,120.0,1,166
0,270.0,1,167
1,330.0,1,167
0,90.0,1,167
2,1230.0,1,167
0,70.0,1,167
1,560.0,1,167
0,60.0,1,167
2,550.0,1,167
0,140.0,1,167
1,300.0,1,167
0,220.0,1,168
1,430.0,1,168
0,210.0,1,169
1,230.0,1,169
0,50.0,1,169
2,340.0,1,169
0,120.0,1,169
1,840.0,1,169
0,240.0,1,169
2,1290.0,1,169
0,200.0,1,170
2,290.0,1,170
0,110.0,1,170
1,290.0,1,170
0,70.0,1,170
2,230.0,1,170
0,80.0,1,170
1,450.0,1,170
0,80.0,1,170
2,930.0,1,170
0,180.0,1,170
