fix_item,fix_time,parcode,trial
1,560.0,1,170
0,80.0,1,170
2,670.0,1,170
0,70.0,1,170
1,590.0,1,170
0,90.0,1,170
2,830.0,1,170
0,90.0,1,170
1,1400.0,1,170
0,60.0,1,170
2,1320.0,1,170
0,70.0,1,170
1,910.0,1,170
0,80.0,1,170
2,580.0,1,170
0,70.0,1,170
1,520.0,1,170
0,90.0,1,170
2,1610.0,1,170
0,90.0,1,170
1,450.0,1,170
0,80.0,1,170
2,520.0,1,170
0,70.0,1,170
1,520.0,1,170
0,70.0,1,170
2,720.0,1,170
0,70.0,1,170
1,1400.0,1,170
0,80.0,1,170
2,970.0,1,170
0,160.0,1,170
1,320.0,1,170
0,90.0,1,170
2,300.0,1,170
0,230.0,1,171
2,230.0,1,171
0,250.0,1,171
1,630.0,1,171
0,90.0,1,171
2,770.0,1,171
0,90.0,1,171
1,1950.0,1,171
0,60.0,1,171
2,440.0,1,171
0,80.0,1,171
1,420.0,1,171
0,180.0,1,172
1,180.0,1,172
0,70.0,1,172
2,710.0,1,172
0,100.0,1,172
1,1040.0,1,172
0,80.0,1,172
2,360.0,1,172
0,180.0,1,173
2,330.0,1,173
0,70.0,1,173
1,830.0,1,173
0,80.0,1,173
2,440.0,1,173
0,270.0,1,173
1,350.0,1,173
0,70.0,1,173
2,590.0,1,173
0,20.0,1,173
0,240.0,1,174
1,1020.0,1,174
0,60.0,1,174
2,280.0,1,174
0,260.0,1,175
1,430.0,1,175
0,70.0,1,175
2,260.0,1,175
0,70.0,1,175
1,710.0,1,175
0,80.0,1,175
2,440.0,1,175
0,70.0,1,175
1,420.0,1,175
0,70.0,1,175
2,580.0,1,175
0,80.0,1,175
1,700.0,1,175
0,70.0,1,175
2,660.0,1,175
0,80.0,1,175
1,460.0,1,175
0,70.0,1,175
2,1100.0,1,175
0,300.0,1,175
1,1260.0,1,175
0,50.0,1,175
2,260.0,1,175
0,50.0,1,175
1,580.0,1,175
0,70.0,1,175
2,1840.0,1,175
0,80.0,1,175
1,450.0,1,175
0,80.0,1,175
2,510.0,1,175
0,60.0,1,175
1,340.0,1,175
0,940.0,1,175
2,420.0,1,175
0,150.0,1,176
2,360.0,1,176
0,80.0,1,176
1,540.0,1,176
0,60.0,1,176
2,700.0,1,176
0,230.0,1,176
1,250.0,1,176
0,190.0,1,177
1,260.0,1,177
0,120.0,1,177
2,390.0,1,177
0,190.0,1,178
2,190.0,1,178
0,70.0,1,178
1,200.0,1,178
0,210.0,1,179
2,120.0,1,179
0,80.0,1,179
1,880.0,1,179
0,70.0,1,179
2,310.0,1,179
0,70.0,1,179
1,690.0,1,179
0,70.0,1,179
2,290.0,1,179
0,200.0,1,180
1,260.0,1,180
0,90.0,1,180
2,540.0,1,180
0,400.0,1,181
1,380.0,1,181
0,280.0,1,181
2,490.0,1,181
0,90.0,1,181
1,500.0,1,181
0,240.0,1,182
1,400.0,1,182
0,60.0,1,182
2,430.0,1,182
0,80.0,1,182
1,910.0,1,182
0,100.0,1,182
2,790.0,1,182
0,220.0,1,183
1,640.0,1,183
0,190.0,1,184
1,310.0,1,184
0,60.0,1,184
2,250.0,1,184
0,80.0,1,184
1,250.0,1,184
0,190.0,1,185
1,250.0,1,185
0,80.0,1,185
2,340.0,1,185
0,80.0,1,185
1,1940.0,1,185
0,70.0,1,185
2,1220.0,1,185
0,80.0,1,185
1,560.0,1,185
0,70.0,1,185
2,920.0,1,185
0,80.0,1,185
1,100.0,1,185
0,220.0,1,186
1,190.0,1,186
0,60.0,1,186
2,570.0,1,186
0,80.0,1,186
1,210.0,1,186
0,320.0,1,187
1,330.0,1,187
0,90.0,1,187
2,450.0,1,187
0,190.0,1,188
1,360.0,1,188
0,230.0,1,188
2,400.0,1,188
0,70.0,1,188
1,2080.0,1,188
0,80.0,1,188
2,550.0,1,188
0,220.0,1,188
1,590.0,1,188
0,280.0,1,189
1,520.0,1,189
0,60.0,1,189
2,620.0,1,189
0,70.0,1,189
1,390.0,1,189
0,60.0,1,189
2,910.0,1,189
0,210.0,1,190
2,120.0,1,190
0,70.0,1,190
1,1480.0,1,190
0,220.0,1,190
2,660.0,1,190
0,10.0,1,190
0,300.0,1,191
1,530.0,1,191
0,290.0,1,191
2,350.0,1,191
0,210.0,1,192
1,360.0,1,192
0,80.0,1,192
2,450.0,1,192
0,70.0,1,192
1,240.0,1,192
0,70.0,1,192
2,100.0,1,192
0,260.0,1,193
2,220.0,1,193
0,80.0,1,193
1,520.0,1,193
0,230.0,1,193
2,220.0,1,193
0,60.0,1,193
1,490.0,1,193
0,40.0,1,193
2,80.0,1,193
0,200.0,1,194
1,330.0,1,194
0,80.0,1,194
2,640.0,1,194
0,70.0,1,194
1,610.0,1,194
0,60.0,1,194
2,340.0,1,194
0,20.0,1,194
0,200.0,1,195
1,320.0,1,195
0,80.0,1,195
2,330.0,1,195
0,2730.0,1,196
1,210.0,1,196
0,80.0,1,196
2,520.0,1,196
0,70.0,1,196
1,490.0,1,196
0,90.0,1,196
2,400.0,1,196
0,190.0,1,196
1,500.0,1,196
0,80.0,1,196
2,930.0,1,196
0,70.0,1,196
1,660.0,1,196
0,220.0,1,197
1,550.0,1,197
0,80.0,1,197
2,650.0,1,197
0,80.0,1,197
1,320.0,1,197
0,210.0,1,198
1,320.0,1,198
0,70.0,1,198
2,1030.0,1,198
0,70.0,1,198
1,690.0,1,198
0,80.0,1,198
2,1220.0,1,198
0,60.0,1,198
1,1170.0,1,198
0,90.0,1,198
2,350.0,1,198
0,100.0,1,198
1,490.0,1,198
0,70.0,1,198
2,570.0,1,198
0,70.0,1,198
1,310.0,1,198
0,80.0,1,198
2,190.0,1,198
0,190.0,1,198
1,680.0,1,198
0,70.0,1,198
0,300.0,1,199
1,330.0,1,199
0,70.0,1,199
2,400.0,1,199
0,70.0,1,199
1,400.0,1,199
0,220.0,1,200
1,150.0,1,200
0,160.0,1,200
2,560.0,1,200
0,1350.0,1,200
1,1090.0,1,200
0,260.0,1,201
1,210.0,1,201
0,90.0,1,201
2,1010.0,1,201
0,90.0,1,201
1,990.0,1,201
0,1260.0,1,201
2,380.0,1,201
0,240.0,1,202
2,270.0,1,202
0,90.0,1,202
1,2040.0,1,202
0,90.0,1,202
2,740.0,1,202
0,70.0,1,202
1,370.0,1,202
0,60.0,1,202
2,60.0,1,202
0,240.0,1,203
1,190.0,1,203
0,80.0,1,203
2,510.0,1,203
0,80.0,1,203
1,100.0,1,203
0,250.0,1,204
1,340.0,1,204
0,80.0,1,204
2,60.0,1,204
0,210.0,1,205
1,400.0,1,205
0,80.0,1,205
2,230.0,1,205
0,200.0,1,206
1,500.0,1,206
0,70.0,1,206
2,430.0,1,206
0,240.0,1,207
1,150.0,1,207
0,60.0,1,207
2,460.0,1,207
0,80.0,1,207
1,250.0,1,207
0,70.0,1,207
2,280.0,1,207
0,350.0,1,208
1,370.0,1,208
0,70.0,1,208
2,400.0,1,208
0,80.0,1,208
1,580.0,1,208
0,80.0,1,208
2,1590.0,1,208
0,80.0,1,208
1,2230.0,1,208
0,80.0,1,208
2,1110.0,1,208
0,70.0,1,208
1,380.0,1,208
0,100.0,1,208
2,520.0,1,208
0,70.0,1,208
1,690.0,1,208
0,90.0,1,208
2,790.0,1,208
0,90.0,1,208
1,930.0,1,208
0,70.0,1,208
2,360.0,1,208
0,160.0,1,208
1,690.0,1,208
0,80.0,1,208
2,170.0,1,208
0,260.0,1,209
2,180.0,1,209
0,70.0,1,209
1,360.0,1,209
0,130.0,1,209
2,520.0,1,209
0,40.0,1,209
0,200.0,1,210
2,600.0,1,210
0,90.0,1,210
1,380.0,1,210
0,90.0,1,210
2,590.0,1,210
0,90.0,1,210
1,240.0,1,210
0,70.0,1,210
2,300.0,1,210
0,190.0,1,211
2,260.0,1,211
0,80.0,1,211
1,730.0,1,211
0,70.0,1,211
2,2260.0,1,211
0,110.0,1,211
1,440.0,1,211
0,300.0,1,212
1,490.0,1,212
0,80.0,1,212
2,410.0,1,212
0,70.0,1,212
1,550.0,1,212
0,90.0,1,212
2,160.0,1,212
0,220.0,1,213
2,310.0,1,213
0,80.0,1,213
1,620.0,1,213
0,210.0,1,214
2,350.0,1,214
0,70.0,1,214
1,790.0,1,214
0,70.0,1,214
2,80.0,1,214
0,190.0,1,215
1,410.0,1,215
0,80.0,1,215
2,60.0,1,215
0,230.0,1,216
2,190.0,1,216
0,90.0,1,216
1,160.0,1,216
0,80.0,1,216
2,570.0,1,216
0,210.0,1,217
1,240.0,1,217
0,80.0,1,217
2,330.0,1,217
0,90.0,1,217
1,410.0,1,217
0,260.0,1,218
2,430.0,1,218
0,70.0,1,218
1,510.0,1,218
0,80.0,1,218
2,230.0,1,218
0,120.0,1,219
1,160.0,1,219
0,150.0,1,219
2,440.0,1,219
0,80.0,1,219
1,90.0,1,219
0,220.0,1,220
2,180.0,1,220
0,70.0,1,220
1,990.0,1,220
0,90.0,1,220
2,670.0,1,220
0,220.0,1,221
2,190.0,1,221
0,70.0,1,221
1,670.0,1,221
0,80.0,1,221
2,860.0,1,221
0,70.0,1,221
1,460.0,1,221
0,70.0,1,221
2,370.0,1,221
0,90.0,1,221
1,720.0,1,221
0,310.0,1,222
2,160.0,1,222
0,80.0,1,222
1,450.0,1,222
0,70.0,1,222
2,710.0,1,222
0,1030.0,1,223
2,200.0,1,223
0,70.0,1,223
1,630.0,1,223
0,60.0,1,223
2,340.0,1,223
0,150.0,1,224
1,280.0,1,224
0,180.0,1,224
2,570.0,1,224
0,350.0,1,225
1,510.0,1,225
0,90.0,1,225
2,990.0,1,225
0,290.0,1,226
2,240.0,1,226
0,70.0,1,226
1,360.0,1,226
0,80.0,1,226
2,400.0,1,226
0,60.0,1,226
1,340.0,1,226
0,90.0,1,226
2,170.0,1,226
0,200.0,1,227
1,170.0,1,227
0,60.0,1,227
2,330.0,1,227
0,80.0,1,227
1,310.0,1,227
0,260.0,1,228
1,160.0,1,228
0,70.0,1,228
2,620.0,1,228
0,70.0,1,228
1,650.0,1,228
0,70.0,1,228
0,210.0,1,229
2,660.0,1,229
0,60.0,1,229
1,640.0,1,229
0,70.0,1,229
2,60.0,1,229
0,270.0,1,230
2,250.0,1,230
0,70.0,1,230
1,780.0,1,230
0,320.0,1,231
1,250.0,1,231
0,90.0,1,231
2,640.0,1,231
0,60.0,1,231
1,1100.0,1,231
0,220.0,1,232
1,170.0,1,232
0,90.0,1,232
2,890.0,1,232
0,60.0,1,232
1,900.0,1,232
0,100.0,1,232
2,510.0,1,232
0,70.0,1,232
1,440.0,1,232
0,80.0,1,232
2,310.0,1,232
0,250.0,1,233
1,200.0,1,233
0,60.0,1,233
2,630.0,1,233
0,190.0,1,234
1,180.0,1,234
0,70.0,1,234
2,560.0,1,234
0,280.0,1,235
1,540.0,1,235
0,90.0,1,235
2,410.0,1,235
0,60.0,1,235
1,1750.0,1,235
0,80.0,1,235
2,780.0,1,235
0,80.0,1,235
1,770.0,1,235
0,70.0,1,235
2,1390.0,1,235
0,60.0,1,235
1,480.0,1,235
0,70.0,1,235
2,760.0,1,235
0,90.0,1,235
1,360.0,1,235
0,700.0,1,235
2,370.0,1,235
0,70.0,1,235
1,320.0,1,235
0,90.0,1,235
2,680.0,1,235
0,70.0,1,235
1,1310.0,1,235
0,160.0,1,235
2,440.0,1,235
0,80.0,1,235
1,1120.0,1,235
0,70.0,1,235
2,550.0,1,235
0,80.0,1,235
1,500.0,1,235
0,80.0,1,235
2,470.0,1,235
0,120.0,1,235
1,830.0,1,235
0,60.0,1,235
2,250.0,1,235
0,70.0,1,235
1,500.0,1,235
0,60.0,1,235
2,270.0,1,235
0,80.0,1,235
1,440.0,1,235
0,190.0,1,236
1,220.0,1,236
0,90.0,1,236
2,250.0,1,236
0,80.0,1,236
1,770.0,1,236
0,90.0,1,236
2,390.0,1,236
0,60.0,1,236
1,760.0,1,236
0,90.0,1,236
2,570.0,1,236
0,60.0,1,236
1,1080.0,1,236
0,80.0,1,236
2,460.0,1,236
0,70.0,1,236
1,450.0,1,236
0,70.0,1,236
2,240.0,1,236
0,80.0,1,236
1,640.0,1,236
0,70.0,1,236
2,490.0,1,236
0,80.0,1,236
1,1440.0,1,236
0,80.0,1,236
2,470.0,1,236
0,340.0,1,236
0,270.0,1,237
2,460.0,1,237
0,70.0,1,237
1,700.0,1,237
0,620.0,1,238
1,170.0,1,238
0,70.0,1,238
2,320.0,1,238
0,100.0,1,238
1,1000.0,1,238
0,270.0,1,239
1,360.0,1,239
0,80.0,1,239
2,210.0,1,239
0,230.0,1,240
1,220.0,1,240
0,80.0,1,240
2,710.0,1,240
0,60.0,1,240
1,470.0,1,240
0,80.0,1,240
2,70.0,1,240
0,230.0,1,241
2,350.0,1,241
0,60.0,1,241
1,700.0,1,241
0,300.0,1,242
2,220.0,1,242
0,70.0,1,242
1,200.0,1,242
0,70.0,1,242
2,1110.0,1,242
0,510.0,1,243
2,870.0,1,243
0,50.0,1,243
1,510.0,1,243
0,60.0,1,243
2,1250.0,1,243
0,220.0,1,244
1,270.0,1,244
0,80.0,1,244
2,190.0,1,244
0,190.0,1,245
1,140.0,1,245
0,60.0,1,245
2,180.0,1,245
0,70.0,1,245
1,930.0,1,245
0,90.0,1,245
2,1530.0,1,245
0,300.0,1,246
1,280.0,1,246
0,90.0,1,246
2,310.0,1,246
0,70.0,1,246
1,510.0,1,246
0,70.0,1,246
2,380.0,1,246
0,70.0,1,246
1,160.0,1,246
0,190.0,1,247
1,250.0,1,247
0,70.0,1,247
2,410.0,1,247
0,90.0,1,247
1,420.0,1,247
0,80.0,1,247
2,530.0,1,247
0,90.0,1,247
1,530.0,1,247
0,80.0,1,247
2,600.0,1,247
0,80.0,1,247
1,570.0,1,247
0,100.0,1,247
2,1280.0,1,247
0,220.0,1,248
1,200.0,1,248
0,80.0,1,248
2,420.0,1,248
0,60.0,1,248
1,980.0,1,248
0,80.0,1,248
2,550.0,1,248
0,60.0,1,248
1,230.0,1,248
0,70.0,1,248
2,2540.0,1,248
0,70.0,1,248
1,580.0,1,248
0,80.0,1,248
2,670.0,1,248
0,50.0,1,248
1,580.0,1,248
0,80.0,1,248
2,410.0,1,248
0,80.0,1,248
1,350.0,1,248
0,70.0,1,248
2,2520.0,1,248
0,90.0,1,248
1,580.0,1,248
0,70.0,1,248
2,1540.0,1,248
0,90.0,1,248
1,170.0,1,248
0,70.0,1,248
2,100.0,1,248
0,80.0,1,248
1,1130.0,1,248
0,80.0,1,248
2,610.0,1,248
0,60.0,1,248
1,1540.0,1,248
0,90.0,1,248
2,550.0,1,248
0,90.0,1,248
1,740.0,1,248
0,230.0,1,249
2,580.0,1,249
0,70.0,1,249
1,600.0,1,249
0,180.0,1,249
0,210.0,1,250
1,560.0,1,250
0,220.0,1,250
2,130.0,1,250
0,240.0,1,251
2,200.0,1,251
0,80.0,1,251
1,440.0,1,251
0,200.0,1,251
2,1250.0,1,251
0,80.0,1,251
1,320.0,1,251
0,240.0,1,252
2,190.0,1,252
0,110.0,1,252
1,880.0,1,252
0,80.0,1,252
2,170.0,1,252
0,230.0,1,253
1,200.0,1,253
0,80.0,1,253
2,220.0,1,253
0,240.0,1,254
1,260.0,1,254
0,90.0,1,254
2,1270.0,1,254
0,90.0,1,254
1,500.0,1,254
0,230.0,1,254
2,750.0,1,254
0,60.0,1,254
1,130.0,1,254
0,230.0,1,255
2,160.0,1,255
0,80.0,1,255
1,720.0,1,255
0,270.0,1,256
2,640.0,1,256
0,70.0,1,256
1,780.0,1,256
0,70.0,1,256
2,580.0,1,256
0,80.0,1,256
1,2200.0,1,256
0,60.0,1,256
2,310.0,1,256
0,590.0,1,257
1,500.0,1,257
0,60.0,1,257
2,530.0,1,257
0,50.0,1,257
1,440.0,1,257
0,50.0,1,257
2,380.0,1,257
0,90.0,1,257
1,980.0,1,257
0,80.0,1,257
2,690.0,1,257
0,70.0,1,257
1,380.0,1,257
0,80.0,1,257
2,920.0,1,257
0,80.0,1,257
1,710.0,1,257
0,70.0,1,257
2,440.0,1,257
0,150.0,1,257
1,400.0,1,257
0,80.0,1,257
2,1050.0,1,257
0,90.0,1,257
1,1940.0,1,257
0,60.0,1,257
2,520.0,1,257
0,80.0,1,257
1,260.0,1,257
0,190.0,1,257
2,260.0,1,257
0,70.0,1,257
1,430.0,1,257
0,190.0,1,257
2,1400.0,1,257
0,80.0,1,257
1,2800.0,1,257
0,100.0,1,257
2,610.0,1,257
0,60.0,1,257
1,880.0,1,257
0,70.0,1,257
2,520.0,1,257
0,90.0,1,257
1,1330.0,1,257
0,220.0,1,258
2,200.0,1,258
0,170.0,1,258
1,410.0,1,258
0,80.0,1,258
2,760.0,1,258
0,70.0,1,258
1,660.0,1,258
0,70.0,1,258
2,170.0,1,258
0,210.0,1,259
2,510.0,1,259
0,70.0,1,259
1,340.0,1,259
0,60.0,1,259
2,270.0,1,259
0,200.0,1,260
1,260.0,1,260
0,70.0,1,260
2,420.0,1,260
0,320.0,1,261
1,130.0,1,261
0,70.0,1,261
2,330.0,1,261
0,80.0,1,261
1,280.0,1,261
0,280.0,1,262
1,210.0,1,262
0,60.0,1,262
2,320.0,1,262
0,190.0,1,263
1,250.0,1,263
0,70.0,1,263
2,580.0,1,263
0,270.0,1,263
1,340.0,1,263
0,240.0,1,264
1,330.0,1,264
0,70.0,1,264
2,300.0,1,264
0,50.0,1,264
1,930.0,1,264
0,60.0,1,264
2,1540.0,1,264
0,60.0,1,264
1,700.0,1,264
0,70.0,1,264
2,710.0,1,264
0,190.0,1,265
1,200.0,1,265
0,1020.0,1,265
2,410.0,1,265
0,210.0,1,266
1,260.0,1,266
0,80.0,1,266
2,230.0,1,266
0,100.0,1,266
1,600.0,1,266
0,60.0,1,266
2,80.0,1,266
0,250.0,1,267
1,160.0,1,267
0,70.0,1,267
2,120.0,1,267
0,190.0,1,268
1,270.0,1,268
0,70.0,1,268
2,500.0,1,268
0,210.0,1,269
1,330.0,1,269
0,70.0,1,269
2,480.0,1,269
0,190.0,1,269
1,1370.0,1,269
0,60.0,1,269
2,580.0,1,269
0,180.0,1,269
1,1270.0,1,269
0,80.0,1,269
2,770.0,1,269
0,180.0,1,270
2,440.0,1,270
0,210.0,1,270
1,430.0,1,270
0,80.0,1,270
2,820.0,1,270
0,60.0,1,270
1,250.0,1,270
0,250.0,1,270
2,1650.0,1,270
0,80.0,1,270
1,170.0,1,270
0,230.0,1,271
1,370.0,1,271
0,70.0,1,271
0,240.0,1,272
1,150.0,1,272
0,60.0,1,272
2,340.0,1,272
0,220.0,1,273
1,310.0,1,273
0,270.0,1,273
2,570.0,1,273
0,230.0,1,274
1,220.0,1,274
0,60.0,1,274
2,280.0,1,274
0,70.0,1,274
1,1490.0,1,274
0,420.0,1,275
2,160.0,1,275
0,130.0,1,275
1,530.0,1,275
0,70.0,1,275
2,650.0,1,275
0,240.0,1,276
2,630.0,1,276
0,70.0,1,276
1,490.0,1,276
0,160.0,1,276
2,500.0,1,276
0,70.0,1,276
1,230.0,1,276
0,80.0,1,276
2,1970.0,1,276
0,210.0,1,277
2,240.0,1,277
0,70.0,1,277
1,700.0,1,277
0,220.0,1,278
1,350.0,1,278
0,360.0,1,278
2,550.0,1,278
0,80.0,1,278
1,240.0,1,278
0,210.0,1,279
2,230.0,1,279
0,580.0,1,279
1,670.0,1,279
0,260.0,1,280
1,160.0,1,280
0,80.0,1,280
2,640.0,1,280
0,70.0,1,280
1,870.0,1,280
0,60.0,1,280
2,160.0,1,280
0,230.0,1,281
1,260.0,1,281
0,90.0,1,281
2,630.0,1,281
0,230.0,1,282
1,350.0,1,282
0,70.0,1,282
2,270.0,1,282
0,70.0,1,282
1,420.0,1,282
0,180.0,1,283
1,140.0,1,283
0,80.0,1,283
2,380.0,1,283
0,210.0,1,284
1,420.0,1,284
0,150.0,1,284
0,190.0,1,285
1,170.0,1,285
0,80.0,1,285
2,630.0,1,285
0,210.0,1,286
1,360.0,1,286
0,90.0,1,286
2,940.0,1,286
0,110.0,1,286
1,470.0,1,286
0,70.0,1,286
2,760.0,1,286
0,250.0,1,287
1,550.0,1,287
0,60.0,1,287
2,220.0,1,287
0,70.0,1,287
1,260.0,1,287
0,250.0,1,288
1,290.0,1,288
0,50.0,1,288
2,480.0,1,288
0,60.0,1,288
1,380.0,1,288
0,180.0,1,288
2,450.0,1,288
0,70.0,1,288
1,370.0,1,288
0,60.0,1,288
2,1010.0,1,288
0,50.0,1,288
1,350.0,1,288
0,90.0,1,288
2,1350.0,1,288
0,230.0,1,289
1,220.0,1,289
0,90.0,1,289
2,420.0,1,289
0,210.0,1,290
1,190.0,1,290
0,60.0,1,290
2,480.0,1,290
0,60.0,1,290
1,330.0,1,290
0,90.0,1,290
2,320.0,1,290
0,240.0,1,290
1,540.0,1,290
0,80.0,1,290
2,390.0,1,290
0,60.0,1,290
1,860.0,1,290
0,80.0,1,290
2,210.0,1,290
0,70.0,1,290
1,280.0,1,290
0,270.0,1,291
1,200.0,1,291
0,60.0,1,291
2,510.0,1,291
0,370.0,1,292
2,170.0,1,292
0,80.0,1,292
1,740.0,1,292
0,480.0,1,292
2,1740.0,1,292
0,70.0,1,292
1,530.0,1,292
0,200.0,1,292
2,1170.0,1,292
0,320.0,1,292
1,1330.0,1,292
0,60.0,1,292
2,860.0,1,292
0,90.0,1,292
1,620.0,1,292
0,80.0,1,292
2,520.0,1,292
0,80.0,1,292
1,1360.0,1,292
0,80.0,1,292
2,1400.0,1,292
0,300.0,1,292
1,580.0,1,292
0,90.0,1,292
2,770.0,1,292
0,130.0,1,292
1,2140.0,1,292
0,70.0,1,292
2,820.0,1,292
0,90.0,1,292
1,480.0,1,292
0,60.0,1,292
2,840.0,1,292
0,90.0,1,292
1,390.0,1,292
0,70.0,1,292
2,890.0,1,292
0,60.0,1,292
1,1170.0,1,292
0,70.0,1,292
2,770.0,1,292
0,70.0,1,292
1,270.0,1,292
0,60.0,1,292
2,1150.0,1,292
0,70.0,1,292
1,400.0,1,292
0,100.0,1,292
2,690.0,1,292
0,70.0,1,292
1,450.0,1,292
0,70.0,1,292
2,350.0,1,292
0,90.0,1,292
1,360.0,1,292
0,80.0,1,292
2,320.0,1,292
0,70.0,1,292
1,2780.0,1,292
0,80.0,1,292
2,970.0,1,292
0,80.0,1,292
1,1000.0,1,292
0,50.0,1,292
2,550.0,1,292
0,80.0,1,292
1,880.0,1,292
0,80.0,1,292
2,170.0,1,292
0,80.0,1,292
1,230.0,1,292
0,130.0,1,292
2,420.0,1,292
0,80.0,1,292
1,500.0,1,292
0,80.0,1,292
2,700.0,1,292
0,90.0,1,292
1,1390.0,1,292
0,90.0,1,292
2,400.0,1,292
0,80.0,1,292
1,490.0,1,292
0,70.0,1,292
2,200.0,1,292
0,70.0,1,292
1,1030.0,1,292
0,70.0,1,292
2,1970.0,1,292
0,90.0,1,292
1,1020.0,1,292
0,90.0,1,292
2,1100.0,1,292
0,70.0,1,292
1,230.0,1,292
0,70.0,1,292
2,570.0,1,292
0,100.0,1,292
1,540.0,1,292
0,980.0,1,292
2,460.0,1,292
0,80.0,1,292
1,470.0,1,292
0,90.0,1,292
2,800.0,1,292
0,80.0,1,292
1,190.0,1,292
0,80.0,1,292
2,2210.0,1,292
0,250.0,1,293
1,250.0,1,293
0,70.0,1,293
2,280.0,1,293
0,80.0,1,293
1,660.0,1,293
0,70.0,1,293
2,460.0,1,293
0,20.0,1,293
0,210.0,1,294
2,140.0,1,294
0,60.0,1,294
1,260.0,1,294
0,90.0,1,294
2,120.0,1,294
0,290.0,1,295
1,470.0,1,295
0,60.0,1,295
0,250.0,1,296
2,190.0,1,296
0,70.0,1,296
1,360.0,1,296
0,90.0,1,296
2,710.0,1,296
0,60.0,1,296
1,120.0,1,296
0,200.0,1,297
1,250.0,1,297
0,90.0,1,297
2,210.0,1,297
0,80.0,1,297
1,240.0,1,297
0,280.0,1,298
1,350.0,1,298
0,80.0,1,298
2,530.0,1,298
0,90.0,1,298
1,2070.0,1,298
0,230.0,1,299
1,330.0,1,299
0,70.0,1,299
2,400.0,1,299
0,210.0,1,299
1,340.0,1,299
0,200.0,1,300
2,160.0,1,300
0,70.0,1,300
1,250.0,1,300
0,220.0,1,301
1,320.0,1,301
0,60.0,1,301
2,420.0,1,301
0,60.0,1,301
1,380.0,1,301
0,210.0,1,302
1,160.0,1,302
0,70.0,1,302
2,530.0,1,302
0,80.0,1,302
1,660.0,1,302
0,80.0,1,302
2,560.0,1,302
0,270.0,1,303
2,290.0,1,303
0,80.0,1,303
1,890.0,1,303
0,230.0,1,304
2,360.0,1,304
0,80.0,1,304
1,480.0,1,304
0,70.0,1,304
2,110.0,1,304
0,170.0,1,305
1,180.0,1,305
0,50.0,1,305
2,350.0,1,305
0,260.0,1,306
1,160.0,1,306
0,150.0,1,306
2,350.0,1,306
0,90.0,1,306
1,310.0,1,306
0,70.0,1,306
2,190.0,1,306
0,70.0,1,306
1,950.0,1,306
0,250.0,1,307
1,140.0,1,307
0,80.0,1,307
2,390.0,1,307
0,80.0,1,307
1,560.0,1,307
0,200.0,1,308
1,320.0,1,308
0,90.0,1,308
2,370.0,1,308
0,80.0,1,308
1,840.0,1,308
0,80.0,1,308
2,700.0,1,308
0,80.0,1,308
1,210.0,1,308
0,220.0,1,309
1,320.0,1,309
0,60.0,1,309
2,420.0,1,309
0,90.0,1,309
1,490.0,1,309
0,100.0,1,309
2,560.0,1,309
0,240.0,1,310
1,160.0,1,310
0,70.0,1,310
2,500.0,1,310
0,100.0,1,310
1,450.0,1,310
0,1080.0,1,311
2,1560.0,1,311
0,70.0,1,311
0,210.0,1,312
1,530.0,1,312
0,230.0,1,313
2,260.0,1,313
0,70.0,1,313
1,400.0,1,313
0,80.0,1,313
2,560.0,1,313
0,900.0,1,314
2,450.0,1,314
0,250.0,1,314
1,480.0,1,314
0,310.0,1,314
2,520.0,1,314
0,70.0,1,314
1,300.0,1,314
0,70.0,1,314
2,2550.0,1,314
0,260.0,1,314
1,2160.0,1,314
0,80.0,1,314
2,370.0,1,314
0,150.0,1,315
1,220.0,1,315
0,80.0,1,315
2,500.0,1,315
0,210.0,1,316
2,160.0,1,316
0,60.0,1,316
1,410.0,1,316
0,230.0,1,317
2,140.0,1,317
0,70.0,1,317
1,1180.0,1,317
0,70.0,1,317
2,500.0,1,317
0,200.0,1,318
2,300.0,1,318
0,90.0,1,318
1,310.0,1,318
0,80.0,1,318
2,220.0,1,318
0,60.0,1,318
1,940.0,1,318
0,70.0,1,318
2,280.0,1,318
0,80.0,1,318
1,200.0,1,318
0,230.0,1,319
1,310.0,1,319
0,70.0,1,319
2,340.0,1,319
0,210.0,1,320
1,300.0,1,320
0,80.0,1,320
2,320.0,1,320
0,220.0,1,321
1,200.0,1,321
0,70.0,1,321
2,510.0,1,321
0,240.0,1,322
2,220.0,1,322
0,80.0,1,322
1,440.0,1,322
0,230.0,1,323
2,180.0,1,323
0,70.0,1,323
1,980.0,1,323
0,130.0,1,324
2,280.0,1,324
0,80.0,1,324
1,350.0,1,324
0,80.0,1,324
2,310.0,1,324
0,230.0,1,325
2,250.0,1,325
0,140.0,1,326
1,230.0,1,326
0,80.0,1,326
2,610.0,1,326
0,80.0,1,326
1,110.0,1,326
0,220.0,1,327
2,430.0,1,327
0,270.0,1,328
1,1010.0,1,328
0,70.0,1,328
2,610.0,1,328
0,70.0,1,328
1,540.0,1,328
0,90.0,1,328
2,1140.0,1,328
0,60.0,1,328
1,510.0,1,328
0,80.0,1,328
2,380.0,1,328
0,320.0,1,329
1,150.0,1,329
0,90.0,1,329
2,580.0,1,329
0,80.0,1,329
1,790.0,1,329
0,70.0,1,329
2,230.0,1,329
0,190.0,1,330
1,500.0,1,330
0,60.0,1,330
2,480.0,1,330
0,110.0,1,330
